Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
7280000,0.70671415,4.8816485,0.043822706,0.24602321,0.09202756,8.181071e-05,0.027959634,0.08104723,68.27857142857142,8.687455295026302,8.687455295026302,0.02281013544914978,1.0
7290000,0.78454274,5.3230267,0.04290601,0.36694682,0.096576735,8.1786144e-05,0.02385932,0.0818779,107.18072289156626,11.52993680465789,11.52993680465789,0.03137302451761484,1.0
7300000,0.8192834,4.4718947,0.046277933,0.33917066,0.10352388,8.1762766e-05,0.03704032,0.1714679,107.8936170212766,6.3973781596472925,6.3973781596472925,0.04669127330936967,1.0
7310000,0.70278627,5.0171,0.043755434,0.09278493,0.10180575,8.173897e-05,0.019649634,0.043818444,72.51470588235294,7.770248141358881,7.770248141358881,0.015741660067921177,1.0
7320000,0.59227,5.267613,0.04142338,0.062039483,0.09768525,8.1712984e-05,0.017646674,0.028951814,66.96598639455782,8.442273333364604,8.442273333364604,0.012801265812852756,1.0
7330000,0.6711426,5.3585386,0.039678726,0.06575472,0.10261413,8.168683e-05,0.014852777,0.01764777,81.24793388429752,9.085714975664438,9.085714975664438,0.014165665253935275,1.0
7340000,0.727572,5.3793244,0.037474137,0.2132049,0.100439146,8.166259e-05,0.024231697,0.061825134,105.75641025641026,9.510508242014208,9.510508242014208,0.032230669163829204,1.0
7350000,0.7421252,4.724953,0.044234093,0.17047773,0.09719256,8.163912e-05,0.021762412,0.08640284,103.59139784946237,8.058472835637154,8.058472835637154,0.039498127952336946,1.0
7360000,0.6917852,4.3643913,0.045360103,0.13341616,0.097095326,8.161117e-05,0.03504268,0.046472095,98.55670103092784,6.562291101552546,6.562291101552546,0.038285918497422244,1.0
7370000,0.7056809,4.7534866,0.046117015,0.08035318,0.09835485,8.1587496e-05,0.022926467,0.04619467,84.78688524590164,7.506193662152415,7.506193662152415,0.028058665284920754,1.0
